age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
60,blue-collar,married,primary,no,5,no,no,cellular,29,oct,401,1,-1,0,unknown,yes
53,management,divorced,secondary,no,28,yes,no,cellular,6,may,135,2,289,1,failure,no
33,admin,divorced,secondary,no,-417,no,no,cellular,12,may,337,1,347,5,failure,no
36,management,married,tertiary,no,1198,yes,no,cellular,9,apr,278,3,-1,0,unknown,no
35,management,married,tertiary,no,298,yes,no,unknown,3,jun,281,7,-1,0,unknown,no
39,housemaid,married,primary,no,4899,no,no,unknown,20,jun,394,2,-1,0,unknown,no
52,retired,divorced,tertiary,no,3687,yes,yes,unknown,16,jun,741,4,-1,0,unknown,yes
45,services,single,secondary,no,482,yes,yes,unknown,30,may,637,2,-1,0,unknown,no
25,student,single,tertiary,no,293,no,no,cellular,12,apr,231,1,-1,0,unknown,no
48,management,married,tertiary,no,269,yes,no,cellular,15,jul,109,2,-1,0,unknown,no
36,blue-collar,married,secondary,no,1797,yes,yes,unknown,20,may,185,2,-1,0,unknown,no
28,services,single,secondary,yes,-7,no,yes,cellular,23,jul,293,5,-1,0,unknown,no
60,blue-collar,married,primary,no,2221,no,no,cellular,6,aug,2191,2,-1,0,unknown,no
57,blue-collar,married,secondary,no,297,no,yes,telephone,28,jan,120,2,154,16,failure,no
60,retired,divorced,secondary,no,-639,yes,no,cellular,15,may,585,1,-1,0,unknown,yes
30,technician,single,tertiary,no,-266,no,yes,cellular,25,aug,66,4,-1,0,unknown,no
49,housemaid,married,secondary,no,7317,yes,no,unknown,8,may,140,1,-1,0,unknown,no
60,retired,divorced,secondary,no,2479,yes,yes,unknown,15,may,157,1,-1,0,unknown,no
28,management,divorced,tertiary,no,229,yes,no,cellular,9,apr,1042,2,315,2,other,yes
58,entrepreneur,married,primary,no,52499,no,no,unknown,6,jun,198,2,-1,0,unknown,no
33,technician,married,secondary,no,183,no,no,cellular,16,jul,457,2,182,3,other,yes
56,management,single,secondary,no,237,yes,no,telephone,9,jul,236,4,-1,0,unknown,no
35,blue-collar,single,secondary,no,113,no,no,cellular,9,jul,143,1,-1,0,unknown,no
31,blue-collar,married,secondary,no,799,yes,no,cellular,21,jul,181,1,-1,0,unknown,no
53,technician,married,tertiary,no,9001,no,no,cellular,5,apr,170,1,-1,0,unknown,yes
29,management,married,tertiary,no,7832,yes,no,unknown,27,may,304,2,-1,0,unknown,no
57,housemaid,married,primary,no,780,no,no,cellular,26,mar,94,2,-1,0,unknown,no
54,services,married,secondary,no,131,no,no,cellular,14,aug,252,2,-1,0,unknown,no
42,technician,married,tertiary,no,1189,no,no,unknown,5,jun,323,3,-1,0,unknown,no
39,admin,single,secondary,no,163,yes,no,cellular,30,jan,107,2,-1,0,unknown,no
34,unemployed,single,tertiary,no,1974,no,no,cellular,22,jul,355,1,342,3,success,yes
33,self-employed,married,tertiary,no,3064,no,no,cellular,20,nov,309,1,-1,0,unknown,no
55,management,married,tertiary,no,-375,no,no,cellular,30,jul,814,2,-1,0,unknown,yes
42,management,divorced,secondary,yes,923,yes,no,unknown,19,jun,129,2,-1,0,unknown,no
46,blue-collar,married,primary,no,7934,yes,no,unknown,19,may,123,1,-1,0,unknown,no
47,blue-collar,married,secondary,no,438,yes,no,unknown,7,may,46,3,-1,0,unknown,no
55,management,married,secondary,no,5836,no,no,unknown,18,jun,192,1,-1,0,unknown,no
30,management,single,tertiary,no,62,yes,no,cellular,29,jul,90,5,-1,0,unknown,no
43,management,married,tertiary,no,0,no,no,cellular,14,jul,1153,3,-1,0,unknown,yes
41,housemaid,divorced,primary,no,9059,no,no,unknown,6,jun,113,1,-1,0,unknown,no
34,admin,divorced,secondary,no,0,yes,yes,cellular,14,jul,194,3,-1,0,unknown,no
60,blue-collar,married,primary,no,1262,yes,yes,unknown,13,may,1015,1,-1,0,unknown,yes
34,technician,single,secondary,no,232,no,no,cellular,7,jul,130,1,-1,0,unknown,no
43,entrepreneur,married,secondary,no,0,yes,no,telephone,6,may,167,3,-1,0,unknown,no
32,self-employed,married,secondary,no,217,yes,yes,cellular,15,jul,317,5,-1,0,unknown,no
43,technician,married,secondary,no,297,yes,no,cellular,14,oct,119,3,-1,0,unknown,no
52,admin,married,primary,no,64,no,no,unknown,20,jun,9,5,-1,0,unknown,no
32,services,single,secondary,no,182,yes,no,cellular,6,may,145,1,-1,0,unknown,no
60,retired,divorced,secondary,no,598,no,yes,cellular,8,jul,96,1,-1,0,unknown,no
21,student,single,secondary,no,57,no,no,unknown,4,oct,9,1,-1,0,unknown,no
40,management,married,primary,no,472,yes,no,unknown,30,may,85,2,-1,0,unknown,no
25,student,single,secondary,no,293,yes,no,telephone,5,may,170,2,-1,0,unknown,no
28,technician,single,secondary,no,10865,yes,no,unknown,27,may,350,3,-1,0,unknown,no
31,admin,divorced,secondary,no,53,yes,no,unknown,7,may,128,4,-1,0,unknown,no
38,services,married,secondary,no,-301,no,yes,cellular,2,feb,182,1,-1,0,unknown,no
34,admin,single,secondary,no,126,yes,no,unknown,20,may,61,2,-1,0,unknown,no
51,blue-collar,single,secondary,no,936,yes,no,unknown,27,may,253,16,-1,0,unknown,no
32,technician,single,secondary,no,324,no,yes,cellular,23,feb,432,1,-1,0,unknown,yes
29,admin,single,secondary,no,127,yes,yes,cellular,20,apr,314,1,-1,0,unknown,no
29,self-employed,single,tertiary,no,1579,no,no,cellular,13,oct,190,1,92,5,success,yes
48,management,married,tertiary,no,1147,no,no,cellular,5,aug,389,1,64,2,success,yes
51,management,single,tertiary,no,1348,yes,no,unknown,20,jun,9,19,-1,0,unknown,no
41,blue-collar,divorced,secondary,no,174,yes,no,cellular,14,may,367,2,297,1,other,no
37,blue-collar,married,secondary,no,128,yes,no,telephone,8,jul,379,3,-1,0,unknown,no
58,management,single,tertiary,no,2297,no,no,cellular,13,aug,96,2,-1,0,unknown,no
45,services,married,primary,no,7811,no,no,unknown,16,jun,143,2,-1,0,unknown,no
21,student,single,secondary,no,2488,no,no,cellular,12,oct,180,1,-1,0,unknown,yes
46,management,married,secondary,no,0,no,no,cellular,27,aug,38,6,-1,0,unknown,no
36,blue-collar,married,secondary,no,2894,yes,no,cellular,18,nov,91,1,124,1,failure,no
32,services,married,secondary,no,-538,no,yes,cellular,15,may,233,1,353,1,failure,no
57,management,married,primary,no,6900,no,no,cellular,23,oct,255,4,185,2,failure,yes
32,technician,single,tertiary,no,390,yes,no,unknown,23,may,85,1,-1,0,unknown,no
34,admin,divorced,secondary,no,2144,yes,no,unknown,23,may,157,1,-1,0,unknown,no
36,blue-collar,married,primary,no,828,no,no,cellular,13,may,1512,1,345,8,failure,yes
28,management,single,tertiary,no,3053,no,no,telephone,18,jan,165,4,-1,0,unknown,no
40,housemaid,married,tertiary,no,795,yes,no,unknown,29,may,725,3,-1,0,unknown,no
26,self-employed,single,secondary,no,3676,no,no,cellular,7,apr,148,1,-1,0,unknown,yes
30,management,married,tertiary,no,0,yes,no,unknown,27,may,175,1,-1,0,unknown,no
35,technician,single,tertiary,no,670,yes,no,unknown,9,may,106,1,-1,0,unknown,no
35,management,single,secondary,no,5260,yes,no,cellular,18,nov,59,1,182,2,failure,no
40,admin,married,secondary,no,947,no,no,unknown,6,jun,160,1,-1,0,unknown,no
36,blue-collar,single,tertiary,no,1830,no,no,cellular,15,jul,185,5,181,6,failure,no
34,services,married,secondary,no,0,yes,no,cellular,17,jul,75,3,-1,0,unknown,no
31,blue-collar,single,secondary,no,33,yes,no,unknown,15,may,214,4,-1,0,unknown,no
54,blue-collar,married,secondary,no,537,no,no,cellular,4,aug,226,1,-1,0,unknown,no
59,management,divorced,tertiary,no,59,yes,no,unknown,5,may,273,1,-1,0,unknown,no
29,blue-collar,single,secondary,no,853,yes,no,unknown,9,may,177,2,-1,0,unknown,no
46,blue-collar,married,secondary,no,1660,yes,no,unknown,6,may,259,1,-1,0,unknown,no
46,entrepreneur,married,primary,no,5130,yes,yes,cellular,11,may,181,1,-1,0,unknown,no
34,services,married,tertiary,no,277,yes,no,cellular,17,apr,72,4,-1,0,unknown,no
54,management,married,tertiary,no,195,no,yes,cellular,4,feb,47,1,265,6,other,no
36,admin,single,secondary,no,1328,no,no,cellular,30,jul,69,9,-1,0,unknown,no
29,services,married,secondary,no,1002,yes,no,cellular,14,may,50,2,-1,0,unknown,no
26,technician,single,secondary,no,-213,no,yes,cellular,21,jul,418,5,-1,0,unknown,no
56,blue-collar,married,primary,no,1014,no,no,unknown,2,jul,5,1,-1,0,unknown,no
41,technician,married,tertiary,no,-15,yes,no,cellular,6,may,33,1,-1,0,unknown,no
39,technician,married,tertiary,no,101,no,no,cellular,3,apr,441,1,-1,0,unknown,no
50,technician,married,tertiary,no,247,no,no,unknown,23,may,173,1,-1,0,unknown,no
39,blue-collar,single,secondary,no,0,yes,no,cellular,7,may,722,2,-1,0,unknown,no
47,entrepreneur,married,secondary,no,583,yes,no,cellular,2,feb,495,1,258,2,failure,no
27,management,single,tertiary,no,1995,yes,no,unknown,28,may,239,2,-1,0,unknown,no
24,blue-collar,married,primary,no,933,yes,no,unknown,28,may,62,3,-1,0,unknown,no
47,blue-collar,married,secondary,no,1143,yes,no,unknown,4,jun,79,1,-1,0,unknown,no
30,technician,single,secondary,no,513,yes,no,cellular,20,apr,241,1,-1,0,unknown,no
40,management,divorced,tertiary,no,9541,no,no,cellular,20,nov,128,2,189,1,failure,no
53,technician,married,secondary,no,195,yes,no,cellular,19,may,472,1,90,6,success,yes
51,technician,married,secondary,no,-379,yes,no,cellular,5,aug,261,1,-1,0,unknown,no
47,admin,married,secondary,no,290,yes,no,cellular,22,jul,1352,2,-1,0,unknown,yes
30,admin,married,secondary,yes,23,no,yes,cellular,4,feb,149,2,-1,0,unknown,no
46,management,divorced,tertiary,no,-154,yes,yes,unknown,27,may,107,2,-1,0,unknown,no
34,technician,married,secondary,no,1194,no,yes,cellular,20,aug,219,2,-1,0,unknown,no
37,blue-collar,married,primary,no,660,yes,yes,unknown,20,may,170,2,-1,0,unknown,no
36,technician,married,secondary,no,5902,yes,no,unknown,23,may,219,4,-1,0,unknown,no
32,blue-collar,married,secondary,no,1779,yes,no,cellular,13,may,191,1,342,2,failure,no
82,housemaid,married,primary,no,2140,no,no,telephone,14,apr,118,6,-1,0,unknown,no
25,management,single,tertiary,no,380,no,no,cellular,12,jul,167,1,-1,0,unknown,no
40,management,married,tertiary,no,185,no,no,cellular,21,aug,310,2,-1,0,unknown,no
35,management,married,tertiary,no,46,yes,no,cellular,13,aug,96,2,-1,0,unknown,no
40,management,single,tertiary,no,89,yes,no,cellular,30,jul,96,6,-1,0,unknown,no
75,retired,divorced,primary,no,1926,no,no,cellular,9,sep,761,1,93,5,other,no
38,management,married,secondary,no,1066,yes,no,cellular,28,jul,78,2,-1,0,unknown,no
36,blue-collar,married,primary,no,655,yes,no,unknown,23,may,153,4,-1,0,unknown,no
33,technician,single,secondary,no,-32,no,no,cellular,25,aug,196,12,-1,0,unknown,no
31,management,married,tertiary,no,395,yes,no,cellular,9,feb,155,3,-1,0,unknown,no
43,unemployed,married,secondary,no,3,no,no,cellular,21,jul,231,2,-1,0,unknown,no
53,blue-collar,married,primary,no,1090,yes,no,cellular,9,apr,207,1,-1,0,unknown,no
38,blue-collar,married,secondary,no,2836,no,no,unknown,6,jun,116,3,-1,0,unknown,no
30,admin,single,tertiary,no,726,no,no,cellular,29,jan,103,1,-1,0,unknown,no
35,management,married,tertiary,no,14,yes,yes,unknown,8,may,64,1,-1,0,unknown,no
49,management,married,tertiary,no,5969,no,no,cellular,30,jul,258,2,-1,0,unknown,no
26,management,single,tertiary,no,4683,yes,no,cellular,4,may,334,2,180,1,failure,no
42,management,single,tertiary,yes,0,no,yes,cellular,21,aug,384,5,-1,0,unknown,no
27,admin,single,tertiary,no,1996,yes,no,unknown,23,may,187,1,-1,0,unknown,no
28,admin,married,secondary,no,172,yes,no,cellular,29,jan,282,1,248,2,other,no
58,entrepreneur,divorced,secondary,no,0,yes,no,cellular,7,may,270,3,-1,0,unknown,no
59,management,married,tertiary,no,296,no,yes,cellular,15,jul,805,3,-1,0,unknown,yes
53,blue-collar,married,secondary,no,-108,yes,no,cellular,12,may,11,12,175,3,other,no
50,blue-collar,married,primary,no,42,yes,no,unknown,4,jun,170,3,-1,0,unknown,no
46,management,married,tertiary,no,51,no,no,cellular,6,aug,39,9,-1,0,unknown,no
41,blue-collar,married,primary,no,1052,yes,yes,unknown,12,may,335,1,-1,0,unknown,no
33,management,married,secondary,no,-285,yes,no,cellular,12,aug,507,3,-1,0,unknown,no
31,technician,single,secondary,no,4,yes,no,cellular,20,apr,172,3,-1,0,unknown,no
59,retired,married,primary,no,-411,no,no,cellular,29,jan,225,1,-1,0,unknown,no
30,technician,single,tertiary,no,0,yes,no,cellular,13,aug,150,4,-1,0,unknown,no
34,self-employed,divorced,tertiary,no,5722,yes,no,cellular,18,nov,157,2,-1,0,unknown,no
33,management,married,tertiary,no,1602,no,no,cellular,21,nov,44,3,-1,0,unknown,no
29,unemployed,married,secondary,no,-25,yes,no,cellular,17,jul,143,1,-1,0,unknown,no
32,technician,single,secondary,no,137,no,no,cellular,20,nov,302,4,-1,0,unknown,no
29,blue-collar,married,secondary,no,751,yes,no,cellular,6,may,211,1,288,5,success,no
33,blue-collar,married,secondary,no,7,yes,no,telephone,11,may,32,5,-1,0,unknown,no
44,management,divorced,tertiary,no,2237,yes,no,unknown,20,jun,125,2,-1,0,unknown,no
38,management,single,tertiary,no,5244,no,no,cellular,8,aug,310,4,-1,0,unknown,no
75,retired,married,tertiary,no,6027,no,no,cellular,14,may,809,1,179,4,success,yes
49,management,married,tertiary,no,561,no,no,cellular,15,jun,173,1,-1,0,unknown,yes
47,services,married,secondary,no,2,no,yes,cellular,21,jul,71,15,-1,0,unknown,no
30,services,single,secondary,no,1599,no,no,cellular,11,feb,152,2,-1,0,unknown,yes
31,management,single,tertiary,no,1308,no,no,cellular,22,aug,323,3,-1,0,unknown,no
28,student,single,tertiary,no,3,no,no,cellular,11,nov,135,2,148,1,other,no
64,retired,married,secondary,no,2031,no,no,cellular,13,nov,202,5,-1,0,unknown,no
39,blue-collar,married,secondary,no,1360,yes,no,cellular,13,may,247,1,-1,0,unknown,no
26,technician,single,secondary,no,44,no,no,cellular,30,oct,217,1,-1,0,unknown,yes
47,blue-collar,married,primary,no,94,yes,no,unknown,9,may,209,3,-1,0,unknown,no
37,technician,single,tertiary,no,178,yes,no,unknown,21,may,97,1,-1,0,unknown,no
41,self-employed,married,tertiary,no,-195,yes,yes,cellular,4,feb,52,3,-1,0,unknown,no
52,technician,married,secondary,no,5006,yes,no,unknown,15,may,112,1,-1,0,unknown,no
27,technician,married,secondary,no,806,yes,no,unknown,16,jun,768,21,-1,0,unknown,no
27,services,single,tertiary,yes,-152,yes,yes,cellular,15,may,14,4,-1,0,unknown,no
43,management,divorced,tertiary,no,-173,no,yes,cellular,18,aug,119,7,-1,0,unknown,no
35,technician,divorced,secondary,no,2823,yes,no,cellular,2,jun,102,4,96,2,failure,no
42,technician,married,secondary,no,688,no,no,cellular,14,aug,38,2,-1,0,unknown,no
50,management,married,tertiary,no,5108,yes,no,cellular,5,apr,874,2,108,3,success,no
37,blue-collar,married,primary,no,106,yes,no,cellular,25,aug,511,1,392,13,failure,yes
47,blue-collar,divorced,secondary,no,380,yes,no,unknown,16,may,268,6,-1,0,unknown,no
24,student,single,secondary,no,382,no,no,cellular,30,apr,567,2,-1,0,unknown,yes
32,technician,single,secondary,no,145,no,no,cellular,6,aug,135,2,-1,0,unknown,no
30,management,married,tertiary,no,562,no,no,cellular,21,aug,137,4,-1,0,unknown,no
35,management,married,tertiary,no,489,yes,no,cellular,17,jul,109,3,-1,0,unknown,no
60,blue-collar,married,primary,no,193,yes,no,telephone,12,may,89,2,-1,0,unknown,no
41,entrepreneur,divorced,tertiary,no,958,no,no,cellular,10,jul,72,1,-1,0,unknown,no
46,management,married,secondary,no,1306,yes,no,telephone,17,nov,155,1,-1,0,unknown,no
37,unemployed,married,secondary,no,1978,no,no,cellular,9,sep,404,1,182,1,success,yes
26,technician,single,secondary,no,33,no,no,cellular,23,jul,91,7,-1,0,unknown,no
32,management,single,tertiary,no,739,yes,no,cellular,2,feb,266,2,-1,0,unknown,no
28,management,single,tertiary,no,1996,yes,yes,unknown,28,may,55,1,-1,0,unknown,no
35,technician,divorced,secondary,no,308,no,no,cellular,22,aug,77,2,-1,0,unknown,no
39,blue-collar,married,primary,no,-100,yes,no,unknown,5,may,680,2,-1,0,unknown,no
53,management,divorced,primary,no,255,no,no,cellular,19,nov,126,1,-1,0,unknown,no
44,services,married,secondary,no,556,no,no,unknown,19,may,134,3,-1,0,unknown,no
33,technician,married,tertiary,no,4401,no,no,cellular,12,aug,96,2,104,1,success,no
59,technician,married,secondary,no,1866,no,no,telephone,3,feb,288,2,215,1,other,no
30,blue-collar,married,secondary,no,537,yes,no,cellular,22,jul,661,2,-1,0,unknown,no
31,management,divorced,tertiary,no,895,yes,no,unknown,26,may,202,1,-1,0,unknown,no
44,technician,married,secondary,no,596,yes,no,unknown,30,may,28,3,-1,0,unknown,no
50,admin,divorced,secondary,no,3423,yes,yes,unknown,4,jun,192,6,-1,0,unknown,no
26,services,single,primary,no,-32,yes,no,cellular,18,may,486,2,336,6,other,no
49,blue-collar,married,primary,no,0,yes,no,cellular,7,aug,76,3,-1,0,unknown,no
25,student,single,tertiary,no,641,yes,no,unknown,12,may,53,1,-1,0,unknown,no
36,blue-collar,married,secondary,no,504,yes,no,unknown,8,may,481,2,-1,0,unknown,no
34,blue-collar,married,secondary,no,-211,yes,no,cellular,29,jan,135,2,184,5,failure,no
32,services,single,secondary,yes,687,yes,no,cellular,18,may,154,1,-1,0,unknown,no
49,technician,divorced,secondary,no,181,yes,no,unknown,28,may,230,8,-1,0,unknown,no
29,technician,single,secondary,no,404,yes,no,unknown,29,may,286,2,-1,0,unknown,no
59,retired,married,primary,no,3079,no,no,telephone,31,jul,19,2,-1,0,unknown,no
31,services,married,secondary,no,1167,no,no,cellular,3,jul,603,1,-1,0,unknown,no
37,blue-collar,single,secondary,no,13156,yes,no,unknown,21,may,240,1,-1,0,unknown,no
35,blue-collar,married,primary,no,0,no,no,cellular,21,jul,145,3,-1,0,unknown,no
55,blue-collar,married,primary,no,7303,yes,no,cellular,7,aug,166,3,-1,0,unknown,no
32,admin,single,secondary,no,471,no,yes,cellular,2,apr,243,3,-1,0,unknown,yes
36,blue-collar,married,secondary,no,604,yes,no,unknown,30,may,235,1,-1,0,unknown,no
44,management,married,secondary,no,2897,no,no,cellular,5,apr,296,1,180,4,other,no
48,technician,married,tertiary,no,348,no,no,cellular,19,aug,159,4,-1,0,unknown,no
31,blue-collar,married,secondary,no,29,no,no,cellular,30,jul,130,3,-1,0,unknown,no
40,management,single,tertiary,no,0,no,no,cellular,6,aug,641,6,-1,0,unknown,yes
50,housemaid,married,secondary,no,388,no,no,cellular,15,sep,173,2,99,4,failure,yes
41,admin,married,secondary,no,488,no,yes,telephone,11,jul,178,2,-1,0,unknown,no
38,management,married,tertiary,no,1875,no,no,cellular,17,nov,286,1,-1,0,unknown,no
47,self-employed,married,tertiary,no,917,no,no,cellular,6,feb,518,3,212,5,failure,no
32,admin,married,secondary,no,1229,no,no,cellular,11,oct,485,1,182,1,success,no
59,management,married,tertiary,no,5314,no,no,cellular,20,nov,116,2,-1,0,unknown,no
52,unemployed,married,tertiary,no,2133,no,yes,cellular,18,jul,90,1,-1,0,unknown,no
41,blue-collar,married,secondary,no,10,yes,no,cellular,12,may,179,1,-1,0,unknown,no
50,blue-collar,married,primary,no,12519,yes,no,cellular,21,nov,615,3,34,1,failure,yes
35,self-employed,married,primary,no,712,yes,no,cellular,15,may,192,1,347,3,failure,no
27,blue-collar,single,primary,no,0,yes,no,unknown,16,may,576,1,-1,0,unknown,no
30,services,married,secondary,no,-27,yes,no,cellular,18,jul,65,1,-1,0,unknown,no
33,blue-collar,married,secondary,no,91,yes,no,cellular,14,apr,283,2,-1,0,unknown,no
33,technician,married,secondary,no,4790,yes,no,cellular,20,apr,137,1,272,2,failure,no
40,technician,married,tertiary,no,253,yes,no,cellular,14,may,377,4,280,2,other,no
33,technician,married,secondary,no,8,no,no,cellular,29,aug,462,2,-1,0,unknown,no
47,admin,single,secondary,no,594,yes,no,unknown,7,may,161,1,-1,0,unknown,no
27,technician,single,secondary,no,527,yes,no,unknown,9,may,118,1,-1,0,unknown,no
44,self-employed,single,secondary,no,0,no,no,cellular,30,jul,187,3,-1,0,unknown,no
39,management,divorced,tertiary,no,133,yes,no,unknown,28,may,136,2,-1,0,unknown,no
60,blue-collar,married,primary,no,109,no,no,unknown,27,jun,349,5,-1,0,unknown,no
39,technician,married,secondary,no,4441,yes,no,unknown,21,may,86,2,-1,0,unknown,no
75,blue-collar,married,secondary,no,6053,no,no,cellular,11,feb,865,2,190,1,failure,no
35,technician,single,tertiary,no,485,yes,no,unknown,29,may,205,5,-1,0,unknown,no
36,technician,married,secondary,no,318,no,no,cellular,30,jul,295,2,-1,0,unknown,no
41,unemployed,single,secondary,no,75,yes,no,cellular,8,may,103,2,344,1,failure,no
44,admin,married,primary,no,127,yes,no,cellular,28,jan,273,1,-1,0,unknown,no
36,management,single,tertiary,no,260,yes,no,cellular,7,may,49,1,-1,0,unknown,no
50,housemaid,married,primary,no,85,no,no,cellular,21,nov,714,1,-1,0,unknown,no
37,technician,single,tertiary,no,-1,yes,no,cellular,2,feb,223,2,200,7,other,no
51,entrepreneur,married,tertiary,no,228,yes,no,cellular,7,may,72,1,-1,0,unknown,no
34,technician,single,secondary,no,194,yes,yes,cellular,15,may,1015,1,-1,0,unknown,yes
46,blue-collar,married,secondary,no,-70,yes,no,cellular,8,may,219,2,-1,0,unknown,no
24,services,married,secondary,no,1354,yes,yes,cellular,18,may,239,2,-1,0,unknown,no
24,student,single,secondary,no,493,yes,no,cellular,13,may,85,4,358,1,other,no
46,technician,single,secondary,no,3494,yes,no,unknown,20,jun,87,1,-1,0,unknown,no
38,technician,single,tertiary,no,110,no,no,unknown,17,jun,1051,3,-1,0,unknown,yes
37,services,married,secondary,no,895,yes,yes,cellular,4,feb,219,2,245,1,failure,no
36,blue-collar,married,secondary,no,80,yes,yes,cellular,5,may,234,1,165,4,failure,no
55,management,married,tertiary,no,543,no,no,cellular,7,aug,61,2,-1,0,unknown,no
58,blue-collar,married,primary,no,2547,no,no,unknown,15,may,174,4,-1,0,unknown,no
44,technician,divorced,secondary,no,177,yes,no,cellular,8,may,364,1,365,3,failure,no
54,blue-collar,married,secondary,no,448,yes,yes,cellular,5,aug,98,1,-1,0,unknown,no
37,technician,single,tertiary,no,1661,no,no,cellular,19,aug,199,5,-1,0,unknown,no
38,blue-collar,single,secondary,no,68,no,no,unknown,5,jun,90,2,-1,0,unknown,no
31,services,divorced,secondary,no,81,yes,no,cellular,16,apr,139,1,-1,0,unknown,no
43,blue-collar,married,secondary,no,3311,yes,no,telephone,20,nov,105,2,184,3,other,no
51,self-employed,married,primary,no,106,yes,no,telephone,6,may,217,1,169,5,failure,no
51,blue-collar,married,primary,no,230,yes,no,unknown,6,may,673,1,-1,0,unknown,no
44,technician,married,secondary,no,106,yes,no,cellular,16,jul,164,6,-1,0,unknown,no
33,self-employed,married,secondary,no,711,yes,no,cellular,18,may,90,2,-1,0,unknown,no
38,management,married,tertiary,no,-34,yes,no,cellular,7,aug,131,2,-1,0,unknown,no
34,blue-collar,married,secondary,no,750,yes,no,unknown,23,may,204,1,-1,0,unknown,no
30,student,single,secondary,no,3096,no,no,cellular,2,aug,226,3,188,1,failure,no
38,housemaid,married,secondary,no,-278,yes,no,cellular,28,jul,143,2,-1,0,unknown,no
46,technician,married,tertiary,no,4176,yes,no,unknown,12,jun,153,6,-1,0,unknown,no
53,management,divorced,secondary,no,28,yes,no,cellular,21,jul,142,1,-1,0,unknown,no
38,entrepreneur,married,secondary,no,2139,yes,no,unknown,9,may,576,1,-1,0,unknown,no
54,technician,married,secondary,no,306,no,no,cellular,2,feb,107,1,-1,0,unknown,no
25,blue-collar,single,secondary,no,-247,yes,no,cellular,23,jul,633,1,-1,0,unknown,yes
47,admin,single,primary,no,683,no,no,cellular,17,apr,73,1,148,1,failure,no
43,self-employed,married,tertiary,no,64,no,no,unknown,6,jun,230,2,-1,0,unknown,no
36,self-employed,single,tertiary,no,351,no,no,cellular,30,apr,78,1,84,1,failure,no
41,admin,married,primary,no,1314,yes,no,cellular,20,apr,159,1,326,1,failure,no
41,admin,single,secondary,no,2790,yes,no,unknown,5,jun,190,1,-1,0,unknown,no
58,retired,married,secondary,no,4725,no,no,cellular,5,aug,241,1,-1,0,unknown,no
44,blue-collar,married,primary,no,4581,yes,no,cellular,15,apr,520,3,146,2,failure,no
54,technician,married,secondary,no,273,yes,no,cellular,30,jul,55,3,-1,0,unknown,no
34,technician,married,secondary,no,272,yes,no,cellular,4,feb,287,1,201,2,failure,no
35,services,married,secondary,no,456,yes,yes,unknown,2,jun,100,4,-1,0,unknown,no
34,blue-collar,married,primary,no,176,no,no,cellular,24,jul,78,1,-1,0,unknown,no
77,retired,divorced,secondary,no,0,no,no,cellular,25,sep,210,1,-1,0,unknown,yes
44,blue-collar,married,primary,no,412,yes,no,unknown,15,may,56,13,-1,0,unknown,no
30,services,single,secondary,no,290,yes,no,unknown,12,may,446,1,-1,0,unknown,no
27,admin,married,secondary,no,436,yes,no,cellular,21,jul,410,1,-1,0,unknown,no
55,retired,married,secondary,no,3948,no,no,unknown,2,jun,266,2,-1,0,unknown,no
33,services,married,secondary,no,610,no,yes,cellular,19,aug,116,7,-1,0,unknown,no
34,entrepreneur,married,tertiary,no,368,no,yes,cellular,20,nov,366,4,-1,0,unknown,no
26,blue-collar,single,secondary,no,2,yes,no,cellular,7,may,223,1,-1,0,unknown,no
42,blue-collar,married,secondary,no,3396,yes,yes,telephone,20,nov,93,4,-1,0,unknown,no
55,technician,married,secondary,no,303,no,yes,cellular,13,aug,261,2,-1,0,unknown,no
55,housemaid,married,primary,no,0,yes,no,cellular,17,jul,1303,2,-1,0,unknown,yes
33,admin,married,tertiary,no,46,yes,no,cellular,18,nov,95,1,-1,0,unknown,no
35,management,married,tertiary,no,2793,no,no,cellular,20,nov,258,2,-1,0,unknown,no
37,technician,married,tertiary,no,122,no,no,cellular,25,jun,266,2,318,3,other,yes
47,services,divorced,secondary,no,28,yes,no,cellular,16,jul,142,1,-1,0,unknown,no
50,management,divorced,primary,no,-6,yes,no,unknown,19,may,92,2,-1,0,unknown,no
38,admin,single,secondary,no,10,no,no,cellular,1,apr,117,1,-1,0,unknown,no
34,technician,single,tertiary,no,2195,no,no,telephone,13,aug,490,3,-1,0,unknown,no
54,management,married,tertiary,no,2819,no,no,cellular,7,aug,123,3,-1,0,unknown,no
56,technician,married,secondary,no,64,no,no,cellular,19,aug,35,4,-1,0,unknown,no
42,blue-collar,divorced,primary,no,28,yes,no,cellular,8,may,213,5,-1,0,unknown,no
49,self-employed,married,secondary,no,1878,yes,yes,unknown,23,may,283,11,-1,0,unknown,no
37,entrepreneur,married,tertiary,no,310,no,no,cellular,1,sep,76,1,-1,0,unknown,no
38,services,married,secondary,no,7208,yes,no,cellular,13,may,66,1,-1,0,unknown,no
27,management,single,secondary,no,924,yes,no,cellular,3,feb,84,1,-1,0,unknown,no
21,student,single,secondary,no,398,yes,no,cellular,11,may,295,3,-1,0,unknown,no
31,management,single,tertiary,no,83,no,no,cellular,4,aug,144,2,-1,0,unknown,no
52,unemployed,divorced,tertiary,no,0,no,no,unknown,19,jun,297,1,-1,0,unknown,no
35,technician,married,secondary,no,-499,yes,no,cellular,28,jul,488,4,-1,0,unknown,no
